,name,seed_everything,dim_model,num_heads,dim_feedforward,num_decoder_layers,dropout_p,test_prompt_length,max_pred_length,lr,layer_norm_eps,adversarial_training,max_length,batch_size,max_val_accuracy,max_val_accuracy_step,min_train_loss,min_train_loss_step,min_val_loss,min_val_loss_step,min_val_kl,min_val_kl_step,as_before_bs_accuracy4min_val_loss,same_as_bs_accuracy4min_val_loss,grammatical_accuracy4min_val_loss,ood_as_before_bs_accuracy4min_val_loss,ood_as_before_bs_completion_accuracy4min_val_loss,ood_same_as_bs_accuracy4min_val_loss,ood_grammatical_accuracy4min_val_loss,sos_as_before_bs_accuracy4min_val_loss,sos_same_as_bs_accuracy4min_val_loss,sos_grammatical_accuracy4min_val_loss
20,restful-sweep-31,28543,10,5,1024,5,0.1,8,300,0.002,0.006,True,256,128,0.9958049654960632,64,0.023634549230337143,127,0.0221774410456419,68,-0.015729045495390892,68,1,0.0,0.0,0.009216589853167534,1.0,0.0,0,0,0,0
21,helpful-sweep-30,79794,10,5,1024,5,0.1,8,300,0.002,0.006,True,256,128,0.995045006275177,73,0.02358141727745533,137,0.023422423750162125,73,-0.014484062790870667,73,1,0.0,0.0,0.009852216579020023,1.0,0.0,0,0,0,0
22,lunar-sweep-29,58065,10,5,1024,5,0.1,8,300,0.002,0.006,True,256,128,0.9958353638648987,70,0.023522520437836647,147,0.022282041609287262,65,-0.01562444493174553,65,1,0.0,0.0,0.004545454401522875,1.0,0.0,0,0,0,0
23,chocolate-sweep-28,34760,10,5,1024,5,0.1,8,300,0.002,0.006,True,256,128,0.9957745671272278,53,0.023658541962504387,145,0.022501511499285698,65,-0.015404975041747093,65,1,0.0,0.0,0.009569377638399601,1.0,0.0,0,0,0,0
24,flowing-sweep-27,32206,10,5,1024,5,0.1,8,300,0.002,0.006,True,256,128,0.9955617785453796,55,0.022991953417658806,144,0.022641288116574287,63,-0.015265198424458504,63,1,0.0,0.0,0.0044843051582574844,1.0,0.0,0,0,0,0
25,distinctive-sweep-26,85655,10,5,1024,5,0.1,8,300,0.002,0.006,True,256,128,0.9958353638648987,58,0.022918468341231346,147,0.022399360314011574,73,-0.015507126227021217,73,1,0.0,0.0,0.013698630034923553,1.0,0.0,0,0,0,0
26,rare-sweep-25,51890,10,5,1024,5,0.1,8,300,0.002,0.006,True,256,128,0.9952273964881897,50,0.023529546335339546,141,0.023755980655550957,71,-0.014150505885481834,71,1,0.0,0.0,0.008968610316514969,1.0,0.0,0,0,0,0
27,quiet-sweep-23,24758,10,5,1024,5,0.1,8,300,0.002,0.006,True,256,128,0.9956225752830505,46,0.023818740621209145,130,0.022893110290169716,74,-0.015013376250863075,74,1,0.0,0.0,0.02010050229728222,1.0,0.0,0,0,0,0
28,elated-sweep-24,58589,10,5,1024,5,0.1,8,300,0.002,0.006,True,256,128,0.9961089491844177,67,0.022825969383120537,140,0.02128593809902668,69,-0.01662054844200611,69,1,1.0,1.0,0.017937220633029938,1.0,0.0,0,0,0,0
29,upbeat-sweep-22,49123,10,5,1024,5,0.1,8,300,0.002,0.006,True,256,128,0.9958049654960632,67,0.023216307163238525,148,0.02293081395328045,67,-0.014975672587752342,67,1,0.0,0.0,0.01005025114864111,1.0,0.0,0,0,0,0
